ID,Office_PIN,Applicant_City_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Manager_Business2,Manager_Num_Products2,Business_Sourced
FIN1000196,160017,160032,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,F,2.0,2.0,273751.0,13.0,273751.0,13.0,1
FIN1000197,121002,121001,M,M,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,423921.0,28.0,423921.0,28.0,1
FIN1000198,233001,233302,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,385573.0,16.0,385573.0,16.0,1
FIN1000199,125001,125001,F,S,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,3.0,177700.0,5.0,177700.0,5.0,1
FIN1000200,226001,227807,M,S,Others,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,809371.0,16.0,809371.0,16.0,1
FIN1000201,680001,680541,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,1.0,184095.0,8.0,184095.0,8.0,0
FIN1000202,814112,814112,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,560740.0,35.0,560740.0,35.0,0
FIN1000204,122002,122001,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,282292.0,15.0,282292.0,15.0,0
FIN1000205,160017,160062,F,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,4.0,4.0,181648.0,5.0,181648.0,5.0,0
FIN1000206,620018,639104,F,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,147632.0,11.0,147632.0,11.0,0
FIN1000207,680001,680681,F,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,2.0,179864.0,9.0,179864.0,9.0,0
FIN1000208,282001,204101,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,4.0,156730.0,10.0,156730.0,10.0,0
FIN1000210,841226,841403,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,221090.0,16.0,221090.0,16.0,0
FIN1000211,713216,713210,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,F,0.0,0.0,205110.0,17.0,205110.0,17.0,0
FIN1000212,390020,390011,F,M,Others,Graduate,Level 2,Level 3,4.0,Confirmation,F,0.0,0.0,640722.0,14.0,640722.0,14.0,0
FIN1000213,680001,680026,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,F,6.0,3.0,1010701.0,32.0,1010701.0,32.0,0
FIN1000215,274001,274001,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,275708.0,14.0,275708.0,14.0,0
FIN1000216,211001,212216,M,S,Business,Class X,Level 2,Level 2,3.0,Confirmation,M,2.0,0.0,236842.0,16.0,236842.0,16.0,0
FIN1000217,620018,620020,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,385359.0,16.0,385359.0,16.0,0
FIN1000218,620018,620020,M,M,Salaried,Class XII,Level 2,Level 3,4.0,Confirmation,M,1.0,1.0,228830.0,16.0,228830.0,16.0,0
FIN1000221,500016,500049,M,M,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1000222,826001,826001,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,92135.0,6.0,92135.0,6.0,0
FIN1000223,121002,121102,M,S,Others,Graduate,Level 1,Level 2,3.0,Confirmation,F,3.0,0.0,117374.0,8.0,117374.0,8.0,1
FIN1000224,700016,743355,F,S,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,2.0,266978.0,13.0,266978.0,13.0,0
FIN1000225,226001,277302,F,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,45446.0,5.0,45446.0,5.0,0
FIN1000227,273001,274202,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,2.0,95179.0,6.0,95179.0,6.0,1
FIN1000228,781005,781037,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,310459.0,23.0,310459.0,23.0,1
FIN1000231,713216,713303,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,173788.0,11.0,173788.0,11.0,1
FIN1000232,474008,474001,M,M,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,1.0,1.0,259583.0,14.0,259583.0,14.0,1
FIN1000233,211001,224147,M,S,Salaried,Class X,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,215479.0,15.0,215479.0,15.0,0
FIN1000234,271201,271204,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,213964.0,13.0,213964.0,13.0,1
FIN1000235,416001,416000,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,4.0,0.0,199507.0,12.0,199507.0,12.0,1
FIN1000236,474008,474011,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,151000.0,17.0,151000.0,17.0,1
FIN1000237,636004,621210,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,22210.0,2.0,22210.0,2.0,0
FIN1000238,284001,284201,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,264894.0,20.0,264894.0,20.0,0
FIN1000239,803101,803101,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,6.0,4.0,311347.0,22.0,311347.0,22.0,0
FIN1000240,826001,828401,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,10465.0,1.0,10465.0,1.0,0
FIN1000242,452003,425001,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,107817.0,10.0,107817.0,10.0,0
FIN1000243,824101,824302,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,135349.0,10.0,135349.0,10.0,0
FIN1000244,824101,824301,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,135349.0,10.0,135349.0,10.0,0
FIN1000245,843302,843314,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,259033.0,22.0,259033.0,22.0,0
FIN1000246,753012,754219,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,F,0.0,0.0,200330.0,8.0,200330.0,8.0,0
FIN1000247,474008,474006,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,160542.0,11.0,160542.0,11.0,0
FIN1000248,444601,444605,F,M,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,F,0.0,0.0,243163.0,17.0,243163.0,17.0,0
FIN1000249,122002,122001,F,M,Salaried,Class XII,Level 3,Level 3,4.0,Confirmation,M,10.0,2.0,30407.0,3.0,30407.0,3.0,0
FIN1000250,273001,273001,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,44070.0,4.0,44070.0,4.0,0
FIN1000251,713216,713304,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,173788.0,11.0,173788.0,11.0,0
FIN1000252,444001,444505,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,6.0,2.0,45490.0,3.0,45490.0,3.0,0
FIN1000253,753012,754207,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,6.0,2.0,154437.0,12.0,154437.0,12.0,0
FIN1000255,444601,444607,F,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,218569.0,14.0,218569.0,14.0,0
FIN1000256,121002,120321,M,M,Salaried,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,103161.0,4.0,103161.0,4.0,0
FIN1000257,803101,803101,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,290235.0,18.0,290235.0,18.0,0
FIN1000258,800001,844119,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,246602.0,18.0,246602.0,18.0,1
FIN1000259,323001,823001,M,S,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,207924.0,14.0,207924.0,14.0,1
FIN1000260,208001,208011,M,M,Student,Class XII,Level 1,Level 4,5.0,Confirmation,M,2.0,3.0,991303.0,20.0,991303.0,20.0,1
FIN1000261,202001,202139,M,S,Business,Class XII,Level 2,Level 3,4.0,Confirmation,M,3.0,3.0,592492.0,25.0,592492.0,25.0,0
FIN1000262,474008,474001,M,M,Business,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,2.0,1359705.0,24.0,1359705.0,24.0,1
FIN1000263,713303,713347,M,S,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,38850.0,3.0,38850.0,3.0,1
FIN1000264,211001,212307,M,M,Salaried,Class X,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,328445.0,18.0,328445.0,18.0,1
FIN1000265,110005,110032,F,M,Salaried,Graduate,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,568308.0,15.0,568308.0,15.0,1
FIN1000266,800001,800014,M,M,Others,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,878861.0,36.0,878861.0,36.0,1
FIN1000267,842001,843108,M,S,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,2.0,2.0,606983.0,14.0,606983.0,14.0,1
FIN1000269,380015,382715,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,124512.0,9.0,124512.0,9.0,0
FIN1000270,221010,222105,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,131042.0,12.0,131042.0,12.0,0
FIN1000271,751009,751006,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,48655.0,3.0,48655.0,3.0,0
FIN1000272,171006,171006,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,135822.0,8.0,135822.0,8.0,0
FIN1000273,273001,273015,M,M,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,87385.0,5.0,87385.0,5.0,0
FIN1000275,751009,754292,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,47604.0,4.0,47604.0,4.0,0
FIN1000276,700016,700031,F,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,135597.0,11.0,135597.0,11.0,0
FIN1000277,171006,171001,F,S,Others,Class XII,Level 2,Level 4,5.0,Confirmation,M,2.0,1.0,360224.0,18.0,360224.0,18.0,0
FIN1000278,814112,814101,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,560740.0,35.0,560740.0,35.0,0
FIN1000279,110005,202001,,,,,Level 2,Level 3,4.0,Confirmation,M,1.0,0.0,281388.0,13.0,281388.0,13.0,0
FIN1000280,814112,814101,M,S,Business,Class X,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,560740.0,35.0,560740.0,35.0,0
FIN1000281,444601,444602,F,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,F,0.0,1.0,133965.0,8.0,133965.0,8.0,0
FIN1000285,284001,284403,M,S,Others,Class X,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,173087.0,10.0,173087.0,10.0,0
FIN1000286,848101,848101,M,S,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,1.0,437181.0,29.0,437181.0,29.0,0
FIN1000287,824101,824103,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,4.0,394556.0,32.0,394556.0,32.0,0
FIN1000288,221010,231302,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,133989.0,9.0,133989.0,9.0,0
FIN1000289,221010,221005,F,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,4.0,2.0,151516.0,7.0,151516.0,7.0,0
FIN1000290,843302,843323,M,S,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,279084.0,27.0,279084.0,27.0,0
FIN1000291,800001,844101,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,172654.0,15.0,172654.0,15.0,0
FIN1000292,800001,844101,M,S,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,5.0,4.0,117358.0,9.0,117358.0,9.0,0
FIN1000293,812001,813101,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,447151.0,26.0,447151.0,26.0,0
FIN1000294,814112,814149,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,2.0,278802.0,19.0,278802.0,19.0,0
FIN1000295,812001,813210,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,2.0,282794.0,22.0,282794.0,22.0,0
FIN1000296,211001,211002,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,147461.0,12.0,147461.0,12.0,1
FIN1000297,211001,211011,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,557578.0,32.0,557578.0,32.0,1
FIN1000298,211001,211011,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,557578.0,32.0,557578.0,32.0,1
FIN1000299,803101,803107,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,194597.0,15.0,194597.0,15.0,1
FIN1000303,530003,532501,F,S,Others,Class XII,Level 2,Level 4,5.0,Confirmation,M,1.0,0.0,443225.0,20.0,443225.0,20.0,1
FIN1000305,271201,271201,M,M,Others,Graduate,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,409671.0,23.0,409671.0,23.0,1
FIN1000306,414003,413702,M,S,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,282197.0,10.0,282197.0,10.0,1
FIN1000308,211001,211015,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,2.0,0.0,236842.0,16.0,236842.0,16.0,1
FIN1000309,842001,845305,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,187213.0,11.0,187213.0,11.0,0
FIN1000310,803101,803107,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,194597.0,15.0,194597.0,15.0,0
FIN1000311,143001,143001,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,472411.0,14.0,472411.0,14.0,1
FIN1000313,201001,210203,M,M,Business,Class X,Level 1,Level 4,6.0,Confirmation,M,0.0,0.0,533630.0,24.0,533630.0,24.0,0
FIN1000314,211001,212202,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,5.0,5.0,267221.0,17.0,267221.0,17.0,0
FIN1000315,476001,474004,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,83000.0,8.0,83000.0,8.0,0
FIN1000316,476001,474002,F,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,83000.0,8.0,83000.0,8.0,0
FIN1000317,273001,274202,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,2.0,95179.0,6.0,95179.0,6.0,0
FIN1000319,423203,423208,M,M,Student,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,84551.0,7.0,84551.0,7.0,0
FIN1000320,444601,444602,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,161590.0,14.0,161590.0,14.0,0
FIN1000321,520010,521108,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,106035.0,5.0,106035.0,5.0,0
FIN1000322,143001,211011,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,201454.0,11.0,201454.0,11.0,0
FIN1000323,753012,754008,M,S,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,108404.0,9.0,108404.0,9.0,0
FIN1000324,751009,754220,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,55168.0,5.0,55168.0,5.0,0
FIN1000325,444601,444827,M,M,Self Employed,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,554988.0,31.0,554988.0,31.0,0
FIN1000326,842001,845305,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,187213.0,11.0,187213.0,11.0,0
FIN1000327,211001,212203,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,2.0,0.0,236842.0,16.0,236842.0,16.0,0
FIN1000328,390020,390013,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,3.0,213662.0,10.0,213662.0,10.0,0
FIN1000329,444601,444605,M,M,Salaried,Graduate,Level 2,Level 3,4.0,Confirmation,M,1.0,1.0,388843.0,17.0,388843.0,17.0,0
FIN1000331,802301,802134,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,442531.0,35.0,442531.0,35.0,0
FIN1000332,334002,334001,F,M,Self Employed,Class XII,Level 1,Level 1,1.0,Confirmation,M,6.0,3.0,243722.0,9.0,243722.0,9.0,0
FIN1000333,533101,533223,M,M,Self Employed,Class XII,Level 1,Level 2,3.0,Confirmation,F,1.0,4.0,148601.0,10.0,148601.0,10.0,0
FIN1000334,414003,422605,M,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,78747.0,6.0,78747.0,6.0,0
FIN1000336,533101,534211,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,144073.0,10.0,144073.0,10.0,0
FIN1000337,208001,208021,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,335596.0,18.0,335596.0,18.0,0
FIN1000340,143001,176052,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,472411.0,14.0,472411.0,14.0,0
FIN1000341,143001,176207,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,472411.0,14.0,472411.0,14.0,0
FIN1000342,636004,636008,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,6.0,1.0,46046.0,4.0,46046.0,4.0,0
FIN1000343,803101,803101,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,290235.0,18.0,290235.0,18.0,0
FIN1000344,803101,805126,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,2.0,271508.0,20.0,271508.0,20.0,1
FIN1000345,201010,246747,F,S,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,347412.0,18.0,347412.0,18.0,1
FIN1000346,560001,570022,M,S,Business,Class XII,Level 2,Level 4,5.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1000347,201010,110019,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,225999.0,12.0,225999.0,12.0,0
FIN1000348,233001,232336,M,M,Salaried,Class X,Level 1,Level 2,3.0,Confirmation,M,0.0,4.0,385539.0,26.0,385539.0,26.0,1
FIN1000349,125001,125001,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,103303.0,5.0,103303.0,5.0,0
FIN1000350,208001,208023,M,M,Business,Class XII,Level 1,Level 4,5.0,Confirmation,M,0.0,0.0,2044137.0,30.0,2044137.0,30.0,1
FIN1000351,110005,110087,F,S,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,568308.0,15.0,568308.0,15.0,0
FIN1000352,560001,560004,F,M,Salaried,Class XII,Level 1,Level 4,6.0,Confirmation,M,5.0,1.0,0.0,0.0,0.0,0.0,0
FIN1000353,208001,208002,F,M,Others,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,453817.0,21.0,453817.0,21.0,1
FIN1000354,250001,250402,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,209375.0,15.0,209375.0,15.0,1
FIN1000355,600017,603201,F,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,217352.0,18.0,217352.0,18.0,1
FIN1000356,400075,400606,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,F,1.0,0.0,226703.0,16.0,226703.0,16.0,0
FIN1000357,221010,221115,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,152896.0,10.0,152896.0,10.0,0
FIN1000358,474008,477660,M,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,199405.0,11.0,199405.0,11.0,1
FIN1000359,208001,208012,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,180000.0,7.0,180000.0,7.0,1
FIN1000360,560001,560056,M,M,Salaried,Class XII,Level 1,Level 4,6.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1000361,180012,180004,M,S,Salaried,Class XII,Level 2,Level 3,4.0,Confirmation,M,2.0,1.0,2002502.0,39.0,2002502.0,39.0,0
FIN1000362,422005,424002,M,S,Salaried,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,117675.0,7.0,117675.0,7.0,0
FIN1000363,812001,853201,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,3.0,307139.0,23.0,307139.0,23.0,0
FIN1000364,842001,844111,M,S,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,335249.0,28.0,335249.0,28.0,0
FIN1000365,400601,410209,M,M,Salaried,Class XII,Level 2,Level 3,4.0,Confirmation,M,1.0,0.0,286161.0,8.0,286161.0,8.0,0
FIN1000366,124001,124113,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,127324.0,9.0,127324.0,9.0,0
FIN1000367,273001,273015,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,62881.0,6.0,62881.0,6.0,0
FIN1000368,444001,445204,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,51642.0,3.0,51642.0,3.0,0
FIN1000369,444001,445204,F,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,51642.0,3.0,51642.0,3.0,0
FIN1000371,414003,414001,F,M,Business,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,145411.0,9.0,145411.0,9.0,0
FIN1000372,282001,283122,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,51650.0,5.0,51650.0,5.0,0
FIN1000373,444001,444803,M,M,Others,Class X,Level 2,Level 2,3.0,Confirmation,M,1.0,2.0,215578.0,13.0,215578.0,13.0,0
FIN1000374,209625,209743,M,M,Business,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,239089.0,17.0,239089.0,17.0,0
FIN1000375,713216,713207,M,S,Others,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,1.0,124939.0,8.0,124939.0,8.0,0
FIN1000376,271201,271201,M,M,Others,Graduate,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,409671.0,23.0,409671.0,23.0,0
FIN1000377,751009,751008,F,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,190848.0,10.0,190848.0,10.0,0
FIN1000378,802101,802129,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,3.0,210150.0,19.0,210150.0,19.0,0
FIN1000379,414003,414111,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,F,1.0,0.0,101998.0,8.0,101998.0,8.0,0
FIN1000380,753012,754204,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,6.0,2.0,154437.0,12.0,154437.0,12.0,0
FIN1000381,751009,751001,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,47604.0,4.0,47604.0,4.0,0
FIN1000382,250001,203402,M,S,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,261121.0,14.0,261121.0,14.0,0
FIN1000383,208001,208011,F,W,Business,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,2.0,217689.0,12.0,217689.0,12.0,0
FIN1000384,221010,231001,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,197000.0,12.0,197000.0,12.0,0
FIN1000385,802101,802116,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,142766.0,12.0,142766.0,12.0,1
FIN1000386,284001,284003,F,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,140787.0,12.0,140787.0,12.0,0
FIN1000387,202001,202001,M,S,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,293130.0,12.0,293130.0,12.0,1
FIN1000388,444601,444601,F,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,330198.0,20.0,330198.0,20.0,1
FIN1000389,802101,821107,M,S,Salaried,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,0.0,462908.0,32.0,462908.0,32.0,1
FIN1000390,781005,781006,M,M,Business,Class XII,Level 2,Level 4,5.0,Confirmation,F,0.0,1.0,1321620.0,45.0,1321620.0,45.0,1
FIN1000392,713216,713347,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,0.0,1.0,173788.0,11.0,173788.0,11.0,0
FIN1000393,209625,209601,M,M,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,190133.0,10.0,190133.0,10.0,1
FIN1000394,751009,751006,M,M,Others,Class XII,Level 2,Level 3,4.0,Confirmation,F,1.0,0.0,355193.0,18.0,355193.0,18.0,1
FIN1000395,171006,171001,M,S,Others,Class XII,Level 3,Level 4,5.0,Confirmation,M,0.0,0.0,1544059.0,30.0,1544059.0,30.0,1
FIN1000397,271201,271603,M,M,Others,Class X,Level 1,Level 4,5.0,Confirmation,M,0.0,0.0,263950.0,17.0,263950.0,17.0,0
FIN1000398,444601,444107,M,M,Business,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,554988.0,31.0,554988.0,31.0,1
FIN1000399,802301,802210,M,M,Others,Class XII,Level 3,Level 4,5.0,Confirmation,M,0.0,0.0,419124.0,28.0,419124.0,28.0,0
FIN1000400,800001,800001,F,M,Others,Class XII,Level 2,Level 3,4.0,Confirmation,F,0.0,0.0,426811.0,17.0,426811.0,17.0,1
FIN1000401,842001,845305,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,1.0,871043.0,21.0,871043.0,21.0,1
FIN1000402,121002,110044,M,S,Business,Class XII,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,470335.0,12.0,470335.0,12.0,0
FIN1000403,834001,834001,M,M,Salaried,Graduate,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,259180.0,9.0,259180.0,9.0,0
FIN1000404,395001,395200,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,42446.0,3.0,42446.0,3.0,0
FIN1000405,533101,534112,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,F,1.0,4.0,148601.0,10.0,148601.0,10.0,0
FIN1000406,476001,476001,F,S,Others,Graduate,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,289184.0,13.0,289184.0,13.0,0
FIN1000407,171006,171009,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,0.0,1.0,135822.0,8.0,135822.0,8.0,0
